EH_ID,labels,dpi,weight,weight_dpi0,weightloss,fecweight_flot,Expe,Eimeria,fecweight_DNA,Conc_DNA,P260_280,P260_230,V_H2O,Moist,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,dilution,mean_Neubauer,oocysts.per.tube,OPG,Locality,Genome,Strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,Total_DNA,Microbial_density,Genome_copies_mean,Tm_mean,Infection,Genome_copies_ngDNA,DNA_sample,DNA_g_feces,Genome_copies_gFaeces
LM0215,KQY,10,25.05,23.9,-4.8117154812,0.96,Expe005_1b,E64,0.17,98,1.89,1.81,48,1,0,0,0,0,1,0,0,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,2.94,0.017294117647058824,488.356891645155,74.5,Positive,9.7671378329031,2940,17294.11764705882,168914.03075726534
LM0215,KNW,8,24.82,23.9,-3.8493723849,1.52,Expe005_1b,E64,0.071,61.1,1.89,2.19,22.4,0,2,7,8,4,1,5.25,52500,34539.47368421053,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,1.833,0.025816901408450704,12947.531774976738,74,Positive,258.95063549953477,1833,25816.901408450707,6685303.0263471445
LM0215,EQZ,9,25.25,23.9,-5.6485355649,1.47,Expe005_1b,E64,0.143,112.2,1.9,2.34,62.2,1,0,0,0,0,1,0,0,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,3.366,0.02353846153846154,263.7313988686236,74.5,Positive,5.2746279773724725,3366,23538.46153846154,124156.62777507512
LM0215,ELT,0,23.9,23.9,0,1.73,Expe005_1b,E64,0.165,61.6,1.84,0.38,11.6,0,0,0,0,0,1,0,0,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,1.848,0.0112,0,0,Negative,0,1848,11200,0
LM0215,GMN,1,23.94,23.9,-0.1673640167,NA,Expe005_1b,E64,0.203,41.3,1.83,1.84,NA,1,NA,NA,NA,NA,NA,NA,NA,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,1.239,0.006103448275862069,0,0,Negative,0,1239,6103.448275862069,0
LM0215,GMX,6,23.61,23.9,1.2133891213,1.32,Expe005_1b,E64,0.077,86.2,1.89,2.05,36.2,1,265,291,312,268,1,284,2840000,2151515.1515151514,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,2.586,0.033584415584415585,643681.371023034,74.5,Positive,12873.62742046068,2586,33584.41558441558,432353253.3676794
LM0215,EWX,4,22.96,23.9,3.9330543933,1.76,Expe005_1b,E64,0.24,87.4,1.87,1.31,37.4,1,1,1,2,2,2,1.5,30000,17045.454545454544,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,2.622,0.010924999999999999,630749.466061245,74.5,Positive,12614.989321224899,2622,10925,137818758.33438203
LM0215,CPS,5,22.3,23.9,6.6945606695,0.7,Expe005_1b,E64,0.12,114.3,1.85,1.45,64.3,0,2,4,3,6,1,3.75,37500,53571.42857142857,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,3.4290000000000003,0.028575000000000003,2169999.7701284415,74.5,Positive,43399.99540256883,3429,28575,1240154868.6284041
LM0215,ENO,7,25.42,23.9,-6.359832636,1.29,Expe005_1b,E64,0.123,103.8,1.86,1.91,53.8,0,33,26,42,20,1,30.25,302500,234496.12403100776,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,3.114,0.025317073170731706,118931.02992291773,74.5,Positive,2378.620598458355,3114,25317.073170731706,60219711.73657981
LM0216,JOW,7,17.88,18.37,2.6673924878,1.85,Expe005_1b,E64,0.086,127.5,1.88,1.34,77.5,0,11,12,16,13,2,13,260000,140540.54054054053,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.825,0.04447674418604652,38220.48915269447,74.5,Positive,764.4097830538894,3825,44476.74418604652,33998458.37419916
LM0216,JMW,3,16.84,18.37,8.3287969516,1.16,Expe005_1b,E64,0.102,129.6,1.86,2.27,79.6,0,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.888,0.03811764705882353,5906.197913673535,74.5,Positive,118.1239582734707,3888,38117.64705882353,4502607.350659355
LM0216,BDV,5,15.06,18.37,18.0185084377,0.39,Expe005_1b,E64,0.054,115.5,1.83,1.5,65.5,0,9,12,16,8,1,11.25,112500,288461.53846153844,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.465,0.06416666666666666,4801477.987664294,74.5,Positive,96029.5597532859,3465,64166.666666666664,6161896750.835845
LM0216,ABJ,2,16.49,18.37,10.2340772999,NA,Expe005_1b,E64,0.115,124.3,1.83,2.17,74.3,0,NA,NA,NA,NA,NA,NA,NA,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.729,0.03242608695652174,481.65014314410587,74.33333333333333,Positive,9.633002862882117,3729,32426.086956521736,312360.58848423837
LM0216,ALW,8,17.04,18.37,7.2400653239,1.62,Expe005_1b,E64,0.078,158.1,1.84,2.04,108.1,0,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,4.743,0.06080769230769231,8576.215170714471,74.16666666666667,Positive,171.52430341428942,4743,60807.692307692305,10429997.065307368
LM0216,NVW,9,17.65,18.37,3.9194338596,0.74,Expe005_1b,E64,0.11,152.9,1.88,2.4,102.9,0,0,1,1,1,1,0.75,7500,10135.135135135135,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,4.587,0.0417,0,0,Negative,0,4587,41700,0
LM0216,BFX,6,16.92,18.37,7.8933043005,1.26,Expe005_1b,E64,0.068,152.6,1.93,2.2,102.6,0,208,204,224,211,1,211.75,2117500,1680555.5555555555,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,4.578,0.06732352941176471,653188.337633443,74.5,Positive,13063.766752668858,4578,67323.5294117647,879498885.2017357
LM0216,AMT,10,17.79,18.37,3.1573217202,0.93,Expe005_1b,E64,0.16,102.8,1.83,1.84,52.8,1,0,1,0,1,1,0.5,5000,5376.344086021505,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.084,0.019275,430.7930994708604,74.5,Positive,8.615861989417208,3084,19275,166070.7398460167
LM0216,NSU,0,18.37,18.37,0,1.26,Expe005_1b,E64,0.137,61.4,1.85,2,11.4,1,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,1.842,0.013445255474452555,0,0,Negative,0,1842,13445.255474452553,0
LM0216,SVY,1,17.12,18.37,6.8045726728,NA,Expe005_1b,E64,0.228,104.4,1.86,2.01,54.4,1,NA,NA,NA,NA,1,NA,NA,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.132,0.013736842105263158,0,0,Negative,0,3132,13736.842105263157,0
LM0216,GIQ,4,16.29,18.37,11.3228089276,1.05,Expe005_1b,E64,0.302,103.3,1.87,1.04,53.3,0,0,0,0,2,1,0.5,5000,4761.9047619047615,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1038,F,60,1F,"6,,08",8.91,P4,BUSNA,BUSNA,parental strains,10.5714285714,1,3.099,0.01026158940397351,1316990.2180788696,74.5,Positive,26339.804361577393,3099,10261.58940397351,270288257.3394978
LM0217,CDS,3,17.41,17.74,1.8602029312,1.2,Expe005_1b,E64,0.102,67.5,1.83,2.05,17.5,1,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,2.025,0.019852941176470587,12402.202458062384,74.5,Positive,248.04404916124767,2025,19852.94117647059,4924403.917171829
LM0217,CEV,2,17.49,17.74,1.4092446449,NA,Expe005_1b,E64,0.09,140.4,1.87,1.84,90.4,1,NA,NA,NA,NA,NA,NA,NA,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,4.212,0.046799999999999994,0,0,Negative,0,4212,46800,0
LM0217,MXY,4,16.77,17.74,5.4678692221,0.93,Expe005_1b,E64,0.181,102.4,1.83,0.39,52.4,1,0,0,1,1,1,0.5,5000,5376.344086021505,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,3.072,0.016972375690607736,5130955.045766606,74.33333333333333,Positive,102619.10091533212,3072,16972.375690607736,1741689933.767405
LM0217,FKY,0,17.74,17.74,0,1.3,Expe005_1b,E64,0.094,69,1.86,0.97,19,0,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,2.07,0.02202127659574468,0,0,Negative,0,2070,22021.27659574468,0
LM0217,MQY,5,16.9,17.74,4.7350620068,0.39,Expe005_1b,E64,0.079,117.8,1.87,1.63,67.8,0,19,27,16,25,1,21.75,217500,557692.3076923076,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,3.5340000000000003,0.04473417721518988,1438811.4178211982,74.5,Positive,28776.228356423966,3534,44734.17721518987,1287280898.8810415
LM0217,OVW,9,18.82,17.74,-6.0879368658,1.52,Expe005_1b,E64,0.177,78,1.88,2.48,28,1,0,3,0,0,1,0.75,7500,4934.210526315789,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,2.34,0.013220338983050847,0,0,Negative,0,2340,13220.338983050848,0
LM0217,LPV,8,18.32,17.74,-3.2694475761,1.03,Expe005_1b,E64,0.161,95.9,1.85,1.64,45.9,1,1,1,1,0,1,0.75,7500,7281.553398058252,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,2.8770000000000002,0.017869565217391307,13452.173016210141,73.66666666666667,Positive,269.04346032420284,2877,17869.565217391304,4807689.660575973
LM0217,OPW,7,18.44,17.74,-3.9458850056,1.19,Expe005_1b,E64,0.097,112.4,1.88,0.41,62.4,0,32,27,32,29,1,30,300000,252100.84033613445,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,3.372,0.03476288659793814,324414.7374202191,74.5,Positive,6488.2947484043825,3372,34762.886597938144,225551854.55277917
LM0217,OTY,1,17.54,17.74,1.1273957159,NA,Expe005_1b,E64,0.189,89.8,1.85,0.76,39.8,1,NA,NA,NA,NA,NA,NA,NA,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,2.694,0.014253968253968253,0,0,Negative,0,2694,14253.968253968254,0
LM0217,DFN,6,17.4,17.74,1.916572717,1.31,Expe005_1b,E64,0.072,126.1,1.91,2.08,76.1,0,187,184,182,278,1,207.75,2077500,1585877.8625954199,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,3.783,0.05254166666666667,540447.3201324346,74.5,Positive,10808.946402648691,3783,52541.66666666667,567920058.9058334
LM0217,HMZ,10,19.45,17.74,-9.6392333709,1.18,Expe005_1b,E64,0.093,128.9,1.8,1.67,78.9,1,0,0,0,0,1,0,0,0,Buskovice,mus,BUSNA_BUSNA,SY,5146,59,BUSNA,SY,5144,59,2018-04-26,7,4,1+?,2+?,EX,1036,M,60,1M,6.86,9.81,P2,BUSNA,BUSNA,parental strains,10.5714285714,1,3.867,0.04158064516129032,525.2606191282849,74.16666666666667,Positive,10.505212382565698,3867,41580.645161290326,436813.5084234576
LM0218,AEL,8,20.95,20.36,-2.8978388998,1.57,Expe005_1b,E64,0.185,55.3,1.8,1.22,5.3,1,4,4,3,3,2,3.5,70000,44585.987261146496,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,1.659,0.008967567567567569,5527.941326036604,74.5,Positive,110.55882652073207,1659,8967.567567567568,991443.7470156461
LM0218,JLZ,0,20.36,20.36,0,1.32,Expe005_1b,E64,0.161,79.5,1.89,0.28,29.5,1,0,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,2.3850000000000002,0.014813664596273294,0,0,Negative,0,2385,14813.664596273291,0
LM0218,INU,6,20.12,20.36,1.1787819253,1.18,Expe005_1b,E64,0.117,104.6,1.89,0.93,54.6,1,21,22,33,22,1,24.5,245000,207627.1186440678,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,3.138,0.02682051282051282,1245300.3219913146,74.16666666666667,Positive,24906.00643982629,3138,26820.51282051282,667991865.0271358
LM0218,AJX,9,20.4,20.36,-0.1964636542,1.17,Expe005_1b,E64,0.077,125.3,1.87,1.89,75.3,1,0,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,3.759,0.048818181818181816,3299.999471589735,74.66666666666667,Positive,65.9999894317947,3759,48818.181818181816,3221999.484079432
LM0218,EFV,1,20.44,20.36,-0.3929273084,NA,Expe005_1b,E64,0.118,47,1.76,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,1.41,0.01194915254237288,0,0,Negative,0,1410,11949.152542372882,0
LM0218,AKV,7,20.83,20.36,-2.3084479371,1.78,Expe005_1b,E64,0.074,117.3,1.88,1.35,67.3,0,39,40,34,40,1,38.25,382500,214887.6404494382,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,3.519,0.04755405405405406,335134.03404237045,74.5,Positive,6702.680680847409,3519,47554.05405405405,318739639.4040815
LM0218,MUW,4,20.6,20.36,-1.1787819253,1.57,Expe005_1b,E64,0.13,67.7,1.86,0.63,17.7,0,0,0,0,1,2,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,2.031,0.015623076923076924,207525.90339424045,74.5,Positive,4150.518067884809,2031,15623.076923076922,64843863.04518498
LM0218,AOQ,2,20.75,20.36,-1.9155206287,NA,Expe005_1b,E64,0.116,56.4,1.86,0.75,6.4,0,NA,NA,NA,NA,NA,NA,NA,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,1.692,0.014586206896551724,0,0,Negative,0,1692,14586.206896551723,0
LM0218,CGX,3,20.2,20.36,0.7858546169,1.74,Expe005_1b,E64,0.076,93,1.84,2.14,43,0,0,0,0,0,2,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,2.79,0.03671052631578947,792.483220524502,74.5,Positive,15.84966441049004,2790,36710.52631578947,581849.5224377265
LM0218,BOS,5,19.9,20.36,2.2593320236,0.72,Expe005_1b,E64,0.099,28.9,1.83,1.13,NA,1,14,22,9,12,1,14.25,142500,197916.6666666667,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,0.867,0.008757575757575757,111764.54468760517,74.5,Positive,2235.2908937521033,867,8757.575757575758,19575729.342253268
LM0218,GKS,10,20.92,20.36,-2.7504911591,1.28,Expe005_1b,E64,0.182,51.6,1.86,0.96,1.6,0,1,1,1,0,1,0.75,7500,5859.375,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,976,M,F1,1M,5.83,9.66,L2,PWD,SCHUNT,inter subsp. hybrids,9,1,1.548,0.008505494505494506,39.21898810337616,74.66666666666667,Positive,0.7843797620675232,1548,8505.494505494506,6671.537756486407
LM0219,ABG,3,19.05,19,-0.2631578947,1.65,Expe005_1b,E64,0.096,111.1,1.89,1.31,61.1,0,0,0,0,0,1,0,0,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,3.333,0.03471875,1631.9626800550634,74.16666666666667,Positive,32.63925360110127,3333,34718.75,1133194.0859632345
LM0219,OXY,4,19.49,19,-2.5789473684,1.57,Expe005_1b,E64,0.147,62.9,1.83,1.88,12.9,0,0,0,0,0,2,0,0,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,1.887,0.012836734693877552,465900.3338138076,74.5,Positive,9318.00667627615,1887,12836.734693877552,119612779.57913671
LM0219,DFV,10,19.4,19,-2.1052631579,1.78,Expe005_1b,E64,0.103,96.5,1.85,1.01,46.5,1,0,0,0,0,1,0,0,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,2.895,0.028106796116504854,1253.9024461200672,74.5,Positive,25.078048922401344,2895,28106.796116504855,704863.6080616688
LM0219,EJL,7,20.45,19,-7.6315789474,1.64,Expe005_1b,E64,0.082,75.3,1.92,1.81,25.3,0,65,56,40,48,1,52.25,522500,318597.56097560975,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,2.259,0.027548780487804878,196871.48914210818,74.5,Positive,3937.4297828421636,2259,27548.780487804877,108471388.773664
LM0219,ACQ,2,20.39,19,-7.3157894737,NA,Expe005_1b,E64,0.103,22.5,1.88,1.51,NA,1,NA,NA,NA,NA,NA,NA,NA,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,0.675,0.006553398058252427,0,0,Negative,0,675,6553.398058252427,0
LM0219,ALS,1,20.11,19,-5.8421052632,NA,Expe005_1b,E64,0.113,63.6,1.85,1.63,13.6,0,NA,NA,NA,NA,NA,NA,NA,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,1.9080000000000001,0.01688495575221239,0,0,Negative,0,1908,16884.95575221239,0
LM0219,CDZ,9,20.66,19,-8.7368421053,1.11,Expe005_1b,E64,0.069,142.1,1.81,1.46,92.1,0,0,0,1,0,1,0,0,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,4.263,0.06178260869565217,1797.638858317459,74.66666666666667,Positive,35.95277716634918,4263,61782.60869565217,2221256.3631905294
LM0219,CHN,0,19,19,0,1.67,Expe005_1b,E64,0.142,56.6,1.87,1.88,6.6,1,0,0,0,0,1,0,0,0,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,1.698,0.01195774647887324,0,0,Negative,0,1698,11957.746478873241,0
LM0219,CER,5,19.03,19,-0.1578947368,0.7,Expe005_1b,E64,0.086,78.6,1.88,2.15,28.6,0,0,1,2,1,1,1,10000,14285.714285714286,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,2.358,0.027418604651162793,201670.50090194467,74.5,Positive,4033.4100180388937,2358,27418.604651162794,110590474.68064782
LM0219,TUX,8,20.71,19,-9,1.35,Expe005_1b,E64,0.147,76.2,1.87,1.91,26.2,0,3,1,2,2,1,2,20000,14814.814814814814,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,2.286,0.015551020408163266,4901.335288344353,74.5,Positive,98.02670576688706,2286,15551.020408163266,1524415.3019258764
LM0219,CGL,6,20.11,19,-5.8421052632,1.48,Expe005_1b,E64,0.06,43,1.95,1.93,NA,0,213,189,306,284,1,248,2480000,1675675.6756756757,SCHUNT x PWD,dom x mus,SCHUNT_PWD,SY,6904,37,PWD,SY,5342,42,2018-03-23,1,7,5,2,EX,721,M,F1,1M,5.37,9.71,P3,SCHUNT,PWD,inter subsp. hybrids,15.4285714286,1,1.29,0.021500000000000002,3739242.8662900142,74.5,Positive,74784.85732580029,1290,21500,1607874432.5047061
LM0220,EPS,2,20.31,19.72,-2.9918864097,NA,Expe005_1b,E64,0.211,15.7,1.8,1.25,NA,1,NA,NA,NA,NA,NA,NA,NA,0,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-01,3,4,2,2,EX,754,F,F1,1F,6.6,11.19,L2,BUSNA,PWD,outbred hybrids,14.1428571429,1,0.47100000000000003,0.002232227488151659,0,0,Negative,0,471,2232.2274881516587,0
