"","EH_ID","experiment","labels","weight","weight_dpi0","relative_weight","fecweight_flot","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","Locality","Genome","mouse_strain","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","primary_infection","InfectionStrain","challenge_infection","contamination","infection_history","InfectionHistoryTotal","Conc_DNA","A260","A280","R260.280","R260.230","Fecal_status","Mouse_status","fecweight_DNA","Extraction_round_1","Extraction_round_2","Faeces_for_RNA.Extraction","mean_Neubauer","oocysts.per.tube","OPG","Total_DNA","Microbial_density","Genome_copies","Tm","Infection","Genome_copies_ngDNA","DNA_sample","DNA_g_feces","Genome_copies_gFaeces"
"1","LM0179","E57","E57aACD",18.93,18.93,100,2.31,"0",0,0,0,0,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,94.4,1.889,1.023,1.85,1.96,NA,NA,0.0428,"with_beads","with_beads",NA,0,0,0,3.776,0.0882242990654206,NA,NA,NA,NA,3776,88224.2990654206,NA
"2","LM0179","E57","E57aMQS",19.79,18.93,104.543053354464,0,"1",NA,NA,NA,NA,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,170.2,3.404,1.861,1.83,2.13,NA,NA,0.0503,"with_beads","with_beads",NA,NA,NA,0,6.808,0.135347912524851,NA,NA,NA,NA,6808,135347.912524851,NA
"3","LM0179","E57","E57aHUY",19.44,18.93,102.694136291601,0,"2",NA,NA,NA,NA,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,81.1,1.622,0.914,1.77,1.19,NA,NA,0.0533,"with_beads","with_beads",NA,NA,NA,0,3.244,0.0608630393996248,NA,NA,NA,NA,3244,60863.0393996248,NA
"4","LM0179","E57","E57aHKT",19.03,18.93,100.528262017961,0,"3",NA,NA,NA,NA,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,51,1.019,2.846,0.36,0.3,NA,NA,0.0109,"with_beads","with_beads",NA,NA,NA,0,2.04,0.187155963302752,NA,NA,NA,NA,2040,187155.963302752,NA
"5","LM0179","E57","E57aELN",19.45,18.93,102.746962493397,1.71,"4",0,0,0,0,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,-140.3,-2.805,0.757,-3.71,-0.8,NA,NA,0.058,"with_beads","with_beads",NA,0,0,0,-5.612,-0.0967586206896552,NA,NA,NA,NA,-5612,-96758.6206896552,NA
"6","LM0179","E57","E57aVXY",19.22,18.93,101.531959852087,1.9,"5",0,0,0,0,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,-102.8,-2.055,1.153,-1.78,-0.41,NA,NA,0.0374,"with_beads","with_beads",NA,0,0,0,-4.112,-0.109946524064171,NA,NA,NA,NA,-4112,-109946.524064171,NA
"7","LM0179","E57","E57aRVX",19.34,18.93,102.16587427364,0.85,"6",0,0,0,0,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,33.9,0.677,0.39,1.74,1.05,NA,NA,0.0389,"with_beads","with_beads",NA,0,0,0,1.356,0.0348586118251928,NA,NA,NA,NA,1356,34858.6118251928,NA
"8","LM0179","E57","E57aBEJ",18.41,18.93,97.2530375066033,0.74,"7",5,5,8,13,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,155.2,3.103,1.776,1.75,0.69,NA,NA,0.0248,"with_beads","with_beads",NA,7.75,77500,104729.72972973,6.208,0.250322580645161,NA,NA,NA,NA,6208,250322.580645161,NA
"9","LM0179","E57","E57aOQZ",17.87,18.93,94.4004226096144,0.23,"8",25,21,34,23,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhea",NA,NA,NA,NA,NA,25.75,257500,1119565.2173913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","LM0179","E57","E57aGTY",17.62,18.93,93.0797675647121,0.51,"9",43,37,56,49,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,198.2,3.965,2.19,1.81,2.13,NA,NA,0.0363,"with_beads","with_beads",NA,46.25,462500,906862.745098039,7.928,0.218402203856749,NA,NA,NA,NA,7928,218402.203856749,NA
"11","LM0179","E57","E57aBLZ",18.25,18.93,96.4078182778658,0.76,"10",10,4,4,7,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,156.2,3.124,1.711,1.83,2.11,NA,NA,0.0586,"with_beads","with_beads",NA,6.25,62500,82236.8421052632,6.248,0.106621160409556,NA,NA,NA,NA,6248,106621.160409556,NA
"12","LM0179","E57","E57aCXY",18.88,18.93,99.7358689910195,0.87,"11",0,0,0,2,1," PWD x BUSNA "," mus x mus "," PWD_BUSNA "," SY ",2996,46," BUSNA "," SY ",6113,60,"2018-03-23",6,9,"4","5"," EX ",727," F ","F1","1F","4.73",8.44,"P3",NA,NA," PWD "," BUSNA "," outbred hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,182.8,3.656,2.007,1.82,2.09,NA,NA,0.0488,"with_beads","with_beads",NA,0.5,5000,5747.12643678161,7.312,0.14983606557377,NA,NA,NA,NA,7312,149836.06557377,NA
"13","LM0180","E57","E57aBLX",24.1,24.1,100,1.51,"0",0,0,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,305.2,6.104,3.343,1.83,2.05,NA,NA,0.0568,"with_beads","with_beads",NA,0,0,0,12.208,0.214929577464789,0,81.9143371582031,"Negative",0,12208,214929.577464789,0
"14","LM0180","E57","E57aDTY",23.7,24.1,98.3402489626556,0,"1",NA,NA,NA,NA,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,200.9,4.019,2.188,1.84,2,NA,NA,0.0694,"with_beads","with_beads","Available",NA,NA,0,8.036,0.115792507204611,24.4644002457258,75.2330093383789,"Positive",0.489288004914517,8036,115792.507204611,56655.8848341939
"15","LM0180","E57","E57aMQT",23.82,24.1,98.8381742738589,0,"2",NA,NA,NA,NA,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,354.7,7.094,3.995,1.78,1.26,NA,NA,0.1058,"with_beads","with_beads","Available",NA,NA,0,14.188,0.134102079395085,0,74.7940063476563,"Negative",0,14188,134102.079395085,0
"16","LM0180","E57","E57aCLZ",23.79,24.1,98.7136929460581,0,"3",NA,NA,NA,NA,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,178.6,3.572,4.234,0.84,0.28,NA,NA,0.0923,"with_beads","with_beads","Available",NA,NA,0,7.144,0.0773997833152763,NA,NA,NA,NA,7144,77399.7833152763,NA
"17","LM0180","E57","E57aGLV",24.01,24.1,99.6265560165975,0.96,"4",0,0,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,232.8,4.657,2.575,1.81,1.92,NA,NA,0.1095,"with_beads","with_beads","Available",0,0,0,9.312,0.085041095890411,199.089686910916,74.9554443359375,"Positive",3.98179373821832,9312,85041.095890411,338616.103107662
"18","LM0180","E57","E57aLMW",23.92,24.1,99.253112033195,1.07,"5",0,0,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,341.7,6.833,3.702,1.85,2.15,NA,NA,0.0722,"with_beads","with_beads","Available",0,0,0,13.668,0.189307479224377,242.320989180518,75.2159957885742,"Positive",4.84641978361037,13668,189307.479224377,917463.512498428
"19","LM0180","E57","E57aKWY",23.66,24.1,98.1742738589212,0.88,"6",0,0,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,119.6,2.392,1.288,1.86,1.95,NA,NA,0.1007,"with_beads","with_beads","Available",0,0,0,4.784,0.0475074478649454,32299.9439503399,74.7940063476563,"Positive",645.998879006799,4784,47507.4478649454,30689758.0652286
"20","LM0180","E57","E57aQRU",23.32,24.1,96.7634854771784,1.01,"7",0,0,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,139.7,2.795,1.523,1.83,1.73,NA,NA,0.1067,"with_beads","with_beads","Available",0,0,0,5.588,0.0523711340206186,183669.292210509,74.7940063476563,"Positive",3673.38584421018,5588,52371.1340206186,192379382.356574
"21","LM0180","E57","E57aCGI",22.25,24.1,92.3236514522821,0.75,"8",30,44,58,48,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soft",NA,NA,NA,NA,"Available",45,450000,6e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","LM0180","E57","E57aQVZ",21.69,24.1,90,0.65,"9",19,31,24,21,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,226.4,4.528,2.448,1.85,2.42,NA,NA,0.0606,"with_beads","with_beads","Available",23.75,237500,365384.615384615,9.056,0.149438943894389,828350.592669051,74.6515884399414,"Positive",16567.011853381,9056,149438.943894389,2475756754.85509
"23","LM0180","E57","E57aDPT",22.61,24.1,93.8174273858921,1.08,"10",16,17,8,14,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,294.7,5.893,3.186,1.85,2.24,NA,NA,0.0558,"with_beads","with_beads","Available",13.75,137500,127314.814814815,11.788,0.211254480286738,12592.7996275754,74.8027038574219,"Positive",251.855992551509,11788,211254.480286738,53205706.8135696
"24","LM0180","E57","E57aIJY",23.59,24.1,97.8838174273859,1.25,"11",0,2,0,0,1," STRA x BUSNA "," dom x mus "," STRA_BUSNA "," SY ",6346,55," BUSNA "," SY ",6111,60,"2018-03-07",2,5,"2","3"," EX ",658," M ","F1","1M","7.96",10.43,"P2",NA,NA," STRA "," BUSNA "," inter subsp. hybrids ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,344.3,6.887,3.738,1.84,2.14,NA,NA,0.054,"with_beads","with_beads","Available",0.5,5000,4000,13.772,0.255037037037037,3085.29557505787,74.6515884399414,"Positive",61.7059115011574,13772,255037.037037037,15737292.8369248
"25","LM0181","E57","E57aAWY",17.5,17.5,100,0.93,"0",0,0,0,0,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,196.8,3.936,2.161,1.82,1.76,NA,NA,0.0456,"with_beads","with_beads",NA,0,0,0,7.872,0.172631578947368,NA,NA,NA,NA,7872,172631.578947368,NA
"26","LM0181","E57","E57aMQR",18.22,17.5,104.114285714286,0,"1",NA,NA,NA,NA,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,282,5.641,3.107,1.82,2.26,NA,NA,0.0409,"with_beads","with_beads","Available",NA,NA,0,11.28,0.275794621026895,NA,NA,NA,NA,11280,275794.621026895,NA
"27","LM0181","E57","E57aIRX",17.78,17.5,101.6,0,"2",NA,NA,NA,NA,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492,"with_beads","with_beads","Available",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","LM0181","E57","E57aQTW",17.41,17.5,99.4857142857143,0,"3",NA,NA,NA,NA,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","LM0181","E57","E57aPSY",17.65,17.5,100.857142857143,1.18,"4",0,0,0,0,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,259.2,5.184,3.021,1.72,1.47,NA,NA,0.0942,"with_beads","with_beads",NA,0,0,0,10.368,0.110063694267516,NA,NA,NA,NA,10368,110063.694267516,NA
"30","LM0181","E57","E57aKMS",16.91,17.5,96.6285714285714,1.28,"5",0,0,0,0,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,325.2,6.503,3.755,1.73,2,NA,NA,0.0956,"with_beads","with_beads",NA,0,0,0,13.008,0.136066945606695,NA,NA,NA,NA,13008,136066.945606695,NA
"31","LM0181","E57","E57aJLY",17.48,17.5,99.8857142857143,0.87,"6",0,0,0,0,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,176.1,3.522,1.923,1.83,1.76,NA,NA,0.0922,"with_beads","with_beads",NA,0,0,0,7.044,0.0763991323210412,NA,NA,NA,NA,7044,76399.1323210412,NA
"32","LM0181","E57","E57aINV",16.03,17.5,91.6,0.93,"7",0,1,0,2,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,176.1,3.522,1.923,1.83,1.76,NA,NA,0.1143,"with_beads","with_beads",NA,0.75,7500,8064.51612903226,7.044,0.0616272965879265,NA,NA,NA,NA,7044,61627.2965879265,NA
"33","LM0181","E57","E57aLPT",14.81,17.5,84.6285714285714,0.09,"8",22,20,25,19,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",21.5,215000,2388888.88888889,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","LM0181","E57","E57aHPU",14.73,17.5,84.1714285714286,0.23,"9",25,21,32,26,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,303.9,6.078,3.313,1.83,2.31,NA,NA,0.0445,"with_beads","with_beads","Available",26,260000,1130434.7826087,12.156,0.273168539325843,NA,NA,NA,NA,12156,273168.539325843,NA
"35","LM0181","E57","E57aBCS",14.5,17.5,82.8571428571429,0.34,"10",13,5,8,15,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,180.8,3.617,1.99,1.82,1.46,NA,NA,0.0256,"with_beads","with_beads",NA,10.25,102500,301470.588235294,7.232,0.2825,NA,NA,NA,NA,7232,282500,NA
"36","LM0181","E57","E57aCGH",14.41,17.5,82.3428571428571,0.21,"11",3,1,1,0,1," Buskovice "," mus "," BUSNA_BUSNA "," SY ",8209,62," BUSNA "," SY ",8208,62,"2018-04-20",1,3,"1","2"," EX ",871," M ","63","1M","5.61",10.03,"L2",NA,NA," BUSNA "," BUSNA "," parental strains ",11.4285714285714,1,"E88",NA,NA,NA,NA,NA,309.2,6.184,3.416,1.81,1.74,NA,NA,0.0408,"with_beads","with_beads","Available",1.25,12500,59523.8095238095,12.368,0.303137254901961,NA,NA,NA,NA,12368,303137.254901961,NA
"37","LM0182","E57","E57aCLT",16.94,16.94,100,1.09,"0",0,0,0,0,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,197.9,3.958,2.142,1.85,2.23,NA,NA,0.0602,"with_beads","with_beads",NA,0,0,0,7.916,0.131495016611296,0,83.4366836547852,"Negative",0,7916,131495.016611296,0
"38","LM0182","E57","E57aESV",17.48,16.94,103.18772136954,0,"1",NA,NA,NA,NA,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,209.6,4.193,2.35,1.78,1.62,NA,NA,0.0603,"with_beads","with_beads",NA,NA,NA,0,8.384,0.139038142620232,0,82.97998046875,"Negative",0,8384,139038.142620232,0
"39","LM0182","E57","E57aBOR",17.45,16.94,103.010625737898,0,"2",NA,NA,NA,NA,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,235.1,4.702,2.549,1.84,1.57,NA,NA,0.0741,"with_beads","with_beads",NA,NA,NA,0,9.404,0.126909581646424,0,83.7184448242188,"Negative",0,9404,126909.581646424,0
"40","LM0182","E57","E57aHIS",17.83,16.94,105.253837072019,0,"3",NA,NA,NA,NA,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,139.5,2.789,1.578,1.77,1.4,NA,NA,0.0162,"with_beads","with_beads",NA,NA,NA,0,5.58,0.344444444444444,142.282031902674,74.6284027099609,"Positive",2.84564063805347,5580,344444.444444444,980165.108662864
"41","LM0182","E57","E57aABD",17.35,16.94,102.420306965762,1.14,"4",0,0,0,0,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,202,4.04,2.182,1.85,2.08,NA,NA,0.0795,"with_beads","with_beads","Available",0,0,0,8.08,0.101635220125786,116.638580369925,74.8027038574219,"Positive",2.33277160739849,8080,101635.220125786,237091.75582113
"42","LM0182","E57","E57aJMY",17.37,16.94,102.538370720189,2.51,"5",0,0,0,0,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,185.6,3.711,2.058,1.8,1.87,NA,NA,0.0525,"with_beads","with_beads","Available",0,0,0,7.424,0.141409523809524,1530.77407029707,74.5004730224609,"Positive",30.6154814059415,7424,141409.523809524,4329320.64681352
"43","LM0182","E57","E57aJRS",17.72,16.94,104.604486422668,0.96,"6",0,0,0,0,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,134.2,2.685,1.471,1.83,1.93,NA,NA,0.1052,"with_beads","with_beads","Available",0,0,0,5.368,0.0510266159695818,132480.821109909,74.8001556396484,"Positive",2649.61642219818,5368,51026.6159695817,135200959.642204
"44","LM0182","E57","E57aFSW",17.37,16.94,102.538370720189,1.61,"7",0,0,0,0,1," SCHUNT x PWD "," dom x mus "," SCHUNT_PWD "," SY ",6904,37," PWD "," SY ",5342,42,"2018-03-23",1,7,"5","2"," EX ",720," M ","F1","1M","5.75",10.17,"P2",NA,NA," SCHUNT "," PWD "," inter subsp. hybrids ",15.4285714285714,1,"E88",NA,NA,NA,NA,NA,82.6,1.652,0.88,1.88,2.13,NA,NA,0.0847,"with_beads","with_beads",NA,0,0,0,3.304,0.0390082644628099,12462.4198762642,74.6537475585938,"Positive",249.248397525283,3304,39008.2644628099,9722747.40759783
