"","labels","EH_ID","dpi","OPG","weightloss","Genome_copies_gFaeces","Variable"
"314","E57byFMV","LM0284","3",0,-1.65252344796785,176882.2104313,"E64_Sec"
"315","E57byFPV","LM0279","8",4545.45454545455,0.37470725995317,176445765.262582,"E64_Sec"
"316","E57byFXZ","LM0291","4",0,-4.46680080482897,NA,"E64_Sec"
"317","E57byGHV","LM0260","8",0,6.7539627842867,5388194.67954386,"E64_Sec"
"318","E57byGIR","LM0291","0",0,0,NA,"E64_Sec"
"319","E57byGIT","LM0260","4",0,2.99793246037216,15061970.7373984,"E64_Sec"
"320","E57byGPR","LM0269","5",25000,1.20370370370371,NA,"E64_Sec"
"321","E57byGQU","LM0270","0",0,0,0,"E64_Sec"
"322","E57byGSV","LM0265","7",20370.3703703704,1.8161180476731,NA,"E64_Sec"
"323","E57byHIY","LM0279","1",0,2.29508196721312,0,"E64_Sec"
"324","E57byHJW","LM0269","1",0,-2.82407407407407,0,"E64_Sec"
"325","E57byHKN","LM0280","4",0,-3.13033579965851,2614138.84480653,"E64_Sec"
"326","E57byHKS","LM0262","1",0,-1.89304306672978,0,"E64_Sec"
"327","E57byHKV","LM0287","0",0,0,NA,"E64_Sec"
"328","E57byHKX","LM0294","6",1e+05,1.76263219741481,NA,"E64_Sec"
"329","E57byHLV","LM0291","3",0,-4.98993963782696,NA,"E64_Sec"
"330","E57byHQZ","LM0262","0",0,0,0,"E64_Sec"
"331","E57byIKL","LM0285","5",281021.897810219,2.72774060730829,NA,"E64_Sec"
"332","E57byIMP","LM0280","0",0,0,0,"E64_Sec"
"333","E57byIMQ","LM0265","8",0,0.227014755959133,2708736.37327097,"E64_Sec"
"334","E57byIQW","LM0269","7",7022.47191011236,3.47222222222222,NA,"E64_Sec"
"335","E57byITX","LM0260","3",0,-1.17160578911096,0,"E64_Sec"
"336","E57byJKZ","LM0260","5",109433.962264151,0.930392832529289,NA,"E64_Sec"
"337","E57byJRZ","LM0263","6",177197.802197802,4.32941176470589,NA,"E64_Sec"
"338","E57byKLQ","LM0284","7",29069.7674418605,-0.0446627958910139,NA,"E64_Sec"
"339","E57byKLT","LM0284","4",0,-0.759267530147379,348028.819058936,"E64_Sec"
"340","E57byKMQ","LM0270","8",0,3.68354960234407,92849991.3374685,"E64_Sec"
"341","E57byKOX","LM0284","6",122474.747474747,-3.39437248771772,0,"E64_Sec"
"342","E57byKTZ","LM0294","5",334210.526315789,1.58636897767332,NA,"E64_Sec"
"343","E57byLMS","LM0287","5",140845.070422535,-2.4429102496017,NA,"E64_Sec"
"344","E57byLMZ","LM0263","8",32051.2820512821,-0.0470588235294191,NA,"E64_Sec"
"345","E57byLNO","LM0263","0",0,0,NA,"E64_Sec"
"346","E57byLNT","LM0279","7",105882.352941176,4.40281030444965,0,"E64_Sec"
"347","E57byLOR","LM0284","0",0,0,424539.931022531,"E64_Sec"
"348","E57byLOT","LM0269","8",0,1.89814814814815,0,"E64_Sec"
"349","E57byLPQ","LM0294","4",0,-0.705052878965928,NA,"E64_Sec"
"350","E57byLPZ","LM0284","5",163716.814159292,-0.580616346583292,NA,"E64_Sec"
"351","E57byLQU","LM0280","5",0,-7.91121229368242,NA,"E64_Sec"
"352","E57byLRS","LM0284","8",0,-5.18088432335864,1094727.45318455,"E64_Sec"
"353","E57byMNP","LM0269","3",0,0.46296296296297,0,"E64_Sec"
"354","E57byMRZ","LM0280","8",0,-5.29311326124075,9365831.27961902,"E64_Sec"
"355","E57byNOQ","LM0294","3",0,1.23384253819037,NA,"E64_Sec"
"356","E57byNOY","LM0279","6",108465.608465608,-0.327868852459018,7737789.26821485,"E64_Sec"
"357","E57byNPW","LM0263","7",49212.5984251968,-3.67058823529412,NA,"E64_Sec"
"358","E57byNPY","LM0287","6",80882.3529411765,-7.11630377057888,NA,"E64_Sec"
"359","E57byNRU","LM0270","6",57971.0144927536,5.81833403097531,459610163.147921,"E64_Sec"
"360","E57byNRV","LM0262","3",0,-4.73260766682442,227277.549378771,"E64_Sec"
"361","E57byNSX","LM0262","6",57262.5698324022,1.04117368670137,215153622.832488,"E64_Sec"
"362","E57byNTU","LM0260","7",0,5.51343900758097,NA,"E64_Sec"
"363","E57byNXY","LM0280","3",0,-5.69151963574274,1092768.95624879,"E64_Sec"
"364","E57byOSY","LM0280","1",0,-0.626067159931699,0,"E64_Sec"
"365","E57byOSZ","LM0270","1",0,4.06027626622017,0,"E64_Sec"
"366","E57byPQY","LM0265","1",0,1.2107453651154,0,"E64_Sec"
"367","E57byPQZ","LM0294","7",148477.157360406,2.17391304347827,NA,"E64_Sec"
"368","E57byPRZ","LM0287","8",0,-10.7275624004249,NA,"E64_Sec"
"369","E57byPVX","LM0291","6",391566.265060241,2.45472837022134,NA,"E64_Sec"
"370","E57byPXY","LM0291","2",0,0.201207243460767,NA,"E64_Sec"
"371","E57byQRT","LM0263","3",0,-2.68235294117647,NA,"E64_Sec"
"372","E57byQSV","LM0279","3",0,1.07728337236534,693590.939749199,"E64_Sec"
"373","E57byRSU","LM0260","1",0,-2.75671950379049,0,"E64_Sec"
"374","E57byRSW","LM0294","1",0,-0.235017626321969,NA,"E64_Sec"
"375","E57byRTX","LM0260","2",0,-0.999310820124049,0,"E64_Sec"
"376","E57bySTZ","LM0279","2",0,-0.655737704918019,0,"E64_Sec"
"377","E57bySUZ","LM0269","4",0,0.416666666666666,8472343.60289439,"E64_Sec"
"1100","E57aACD","LM0179","0",0,0,0,"E88_Prim"
"2100","E57aMQS","LM0179","1",0,-4.54305335446381,0,"E88_Prim"
"378","E57aHUY","LM0179","2",0,-2.69413629160064,0,"E88_Prim"
"410","E57aHKT","LM0179","3",0,-0.528262017960916,NA,"E88_Prim"
"517","E57aELN","LM0179","4",0,-2.74696249339672,NA,"E88_Prim"
"610","E57aVXY","LM0179","5",0,-1.53195985208663,NA,"E88_Prim"
"710","E57aRVX","LM0179","6",0,-2.16587427363973,NA,"E88_Prim"
"810","E57aBEJ","LM0179","7",104729.72972973,2.74696249339672,NA,"E88_Prim"
"910","E57aOQZ","LM0179","8",1119565.2173913,5.59957739038562,NA,"E88_Prim"
"1010","E57aGTY","LM0179","9",906862.745098039,6.9202324352879,NA,"E88_Prim"
"1110","E57aBLZ","LM0179","10",82236.8421052632,3.59218172213418,0,"E88_Prim"
"1210","E57aCXY","LM0179","11",5747.12643678161,0.264131008980458,0,"E88_Prim"
"1310","E57aBLX","LM0180","0",0,0,0,"E88_Prim"
"1410","E57aDTY","LM0180","1",0,1.65975103734441,56655.8848341939,"E88_Prim"
"1510","E57aMQT","LM0180","2",0,1.16182572614108,0,"E88_Prim"
"1610","E57aCLZ","LM0180","3",0,1.28630705394192,NA,"E88_Prim"
"1710","E57aGLV","LM0180","4",0,0.373443983402489,338616.103107662,"E88_Prim"
"1810","E57aLMW","LM0180","5",0,0.746887966804978,917463.512498428,"E88_Prim"
"1910","E57aKWY","LM0180","6",0,1.82572614107884,30689758.0652286,"E88_Prim"
"2010","E57aQRU","LM0180","7",0,3.23651452282158,192379382.356574,"E88_Prim"
"2110","E57aCGI","LM0180","8",6e+05,7.67634854771785,NA,"E88_Prim"
"2210","E57aQVZ","LM0180","9",365384.615384615,10,2475756754.85509,"E88_Prim"
"2310","E57aDPT","LM0180","10",127314.814814815,6.18257261410789,53205706.8135696,"E88_Prim"
"2410","E57aIJY","LM0180","11",4000,2.11618257261411,15737292.8369248,"E88_Prim"
"2510","E57aAWY","LM0181","0",0,0,0,"E88_Prim"
"2610","E57aMQR","LM0181","1",0,-4.11428571428571,0,"E88_Prim"
"2710","E57aIRX","LM0181","2",0,-1.60000000000001,NA,"E88_Prim"
"2810","E57aQTW","LM0181","3",0,0.514285714285713,NA,"E88_Prim"
"2910","E57aPSY","LM0181","4",0,-0.857142857142849,NA,"E88_Prim"
"3010","E57aKMS","LM0181","5",0,3.37142857142857,NA,"E88_Prim"
"3110","E57aJLY","LM0181","6",0,0.114285714285712,NA,"E88_Prim"
"3210","E57aINV","LM0181","7",8064.51612903226,8.39999999999999,NA,"E88_Prim"
"3310","E57aLPT","LM0181","8",2388888.88888889,15.3714285714286,NA,"E88_Prim"
"3410","E57aHPU","LM0181","9",1130434.7826087,15.8285714285714,0,"E88_Prim"
"3510","E57aBCS","LM0181","10",301470.588235294,17.1428571428571,0,"E88_Prim"
"3610","E57aCGH","LM0181","11",59523.8095238095,17.6571428571429,0,"E88_Prim"
"379","E57aCLT","LM0182","0",0,0,0,"E88_Prim"
"381","E57aESV","LM0182","1",0,-3.18772136953955,0,"E88_Prim"
"391","E57aBOR","LM0182","2",0,-3.01062573789845,0,"E88_Prim"
"401","E57aHIS","LM0182","3",0,-5.25383707201887,980165.108662864,"E88_Prim"
"411","E57aABD","LM0182","4",0,-2.42030696576151,237091.75582113,"E88_Prim"
"421","E57aJMY","LM0182","5",0,-2.5383707201889,4329320.64681352,"E88_Prim"
"431","E57aJRS","LM0182","6",0,-4.60448642266823,135200959.642204,"E88_Prim"
"445","E57aFSW","LM0182","7",0,-2.5383707201889,9722747.40759783,"E88_Prim"
"451","E57aACW","LM0182","8",102822.580645161,-7.31995277449822,366478681.514651,"E88_Prim"
"469","E57aJSW","LM0182","9",243421.052631579,-6.13931523022432,133060437.67669,"E88_Prim"
"471","E57aDMZ","LM0182","10",54924.2424242424,-3.95513577331758,NA,"E88_Prim"
"481","E57aHNX","LM0182","11",5244.75524475525,-6.78866587957496,891839.711915061,"E88_Prim"
"611","E57aCUX","LM0184","0",0,0,0,"E88_Prim"
"621","E57aEKO","LM0184","1",0,1.14035087719299,0,"E88_Prim"
"6310","E57aETU","LM0184","2",0,0.877192982456137,0,"E88_Prim"
"649","E57aLPU","LM0184","3",0,2.67543859649123,50344.623335298,"E88_Prim"
"651","E57aEHS","LM0184","4",0,4.12280701754386,1087864.76867411,"E88_Prim"
"661","E57aOPZ","LM0184","5",0,3.68421052631579,NA,"E88_Prim"
"671","E57aSYZ","LM0184","6",0,6.49122807017544,370883121.541171,"E88_Prim"
"681","E57aNRW","LM0184","7",7518.7969924812,5.48245614035088,586657255.811612,"E88_Prim"
"691","E57aLSU","LM0184","8",682203.389830509,8.1140350877193,3256799196.24524,"E88_Prim"
"701","E57aLSZ","LM0184","9",250000,10.5263157894737,1338997879.96826,"E88_Prim"
"711","E57aBGM","LM0184","10",113138.686131387,9.82456140350878,162829201.399434,"E88_Prim"
"721","E57aKNT","LM0184","11",77777.7777777778,11.140350877193,87345927.9439237,"E88_Prim"
"731","E57aCEG","LM0185","0",0,0,0,"E88_Prim"
"741","E57aMOV","LM0185","1",0,-1.14427860696516,238872.600391689,"E88_Prim"
"751","E57aIPY","LM0185","2",0,-2.6865671641791,139230.455491274,"E88_Prim"
"761","E57aIPT","LM0185","3",0,-0.149253731343272,3249024.8719379,"E88_Prim"
"771","E57aBCE","LM0185","4",0,-2.48756218905473,59913530.8080284,"E88_Prim"
"781","E57aCKR","LM0185","5",0,-0.796019900497513,3425308.57053489,"E88_Prim"
"791","E57aEFU","LM0185","6",0,-0.199004975124374,203804644.917091,"E88_Prim"
"801","E57aBIL","LM0185","7",0,0.199004975124392,414197141.706349,"E88_Prim"
"811","E57aDMV","LM0185","8",967741.935483871,2.33830845771145,351066.505534552,"E88_Prim"
"821","E57aIKO","LM0185","9",247023.80952381,3.73134328358209,816042380.843414,"E88_Prim"
"831","E57aCHR","LM0185","10",155000,5.02487562189055,207621096.051061,"E88_Prim"
"841","E57aCKW","LM0185","11",0,1.8905472636816,14552351.2004996,"E88_Prim"
"851","E57aFPV","LM0186","0",0,0,NA,"E88_Prim"
"861","E57aSUW","LM0186","1",0,2.15469613259669,0,"E88_Prim"
"871","E57aCDE","LM0186","2",0,2.09944751381217,1446069.3773065,"E88_Prim"
"881","E57aFJQ","LM0186","3",0,1.54696132596686,247623.122161704,"E88_Prim"
"891","E57aCEW","LM0186","4",0,-0.828729281767948,806126.687624951,"E88_Prim"
"901","E57aBQY","LM0186","5",0,-1.93370165745855,NA,"E88_Prim"
"911","E57aEJM","LM0186","6",0,-1.16022099447512,NA,"E88_Prim"
"921","E57aBQZ","LM0186","7",0,1.38121546961326,420848116.328687,"E88_Prim"
"931","E57aJPY","LM0186","8",671875,3.03867403314917,3406331682.64501,"E88_Prim"
"941","E57aKQZ","LM0186","9",295180.722891566,3.70165745856355,293146982.423983,"E88_Prim"
"951","E57aFJK","LM0186","10",41015.625,-1.32596685082872,435943158.845015,"E88_Prim"
"961","E57aHQT","LM0186","11",0,0.497237569060773,11575834.2665255,"E88_Prim"
"1091","E57aCIW","LM0188","0",0,0,0,"E88_Prim"
"1101","E57aBCR","LM0188","1",0,1.60194174757282,0,"E88_Prim"
"1111","E57aFKW","LM0188","2",0,0.242718446601945,63181.2927238384,"E88_Prim"
"1121","E57aDRY","LM0188","3",0,2.18446601941749,442280.87638229,"E88_Prim"
"1131","E57aDNX","LM0188","4",0,4.07766990291262,368369.558439711,"E88_Prim"
"1141","E57aAOV","LM0188","5",0,2.9611650485437,23074781.3023865,"E88_Prim"
"1151","E57aEOU","LM0188","6",0,2.42718446601942,90977380.260687,"E88_Prim"
"1161","E57aUVY","LM0188","7",57291.6666666667,2.57281553398059,921755875.756071,"E88_Prim"
"1171","E57aDET","LM0188","8",859375,11.504854368932,NA,"E88_Prim"
"1181","E57aTWY","LM0188","9",375000,14.2233009708738,2241455313.76527,"E88_Prim"
"1191","E57aCIP","LM0188","10",376712.328767123,17.3300970873786,421430018.315715,"E88_Prim"
"1201","E57aIJT","LM0188","11",127049.180327869,13.8834951456311,34496512.8263341,"E88_Prim"
"1331","E57aHOX","LM0190","0",0,0,0,"E88_Prim"
"1341","E57aRSW","LM0190","1",0,-2.2508038585209,0,"E88_Prim"
"1351","E57aEKR","LM0190","2",0,-0.643086816720255,0,"E88_Prim"
"1361","E57aGQX","LM0190","3",0,0.385852090032158,NA,"E88_Prim"
"1371","E57aVWX","LM0190","4",0,-3.2797427652733,920336.554306501,"E88_Prim"
"1381","E57aCEP","LM0190","5",0,0.643086816720266,958049.345521344,"E88_Prim"
"1391","E57aNSZ","LM0190","6",0,2.18649517684887,185109938.267913,"E88_Prim"
"1401","E57aPWY","LM0190","7",74324.3243243243,5.72347266881029,1202563799.549,"E88_Prim"
"1411","E57aAIZ","LM0190","8",712500,15.4983922829582,1727835796.45565,"E88_Prim"
"1421","E57aJNS","LM0190","9",80645.1612903226,18.4565916398714,1144642432.15772,"E88_Prim"
"1431","E57aLUW","LM0190","10",116279.069767442,19.4212218649518,0,"E88_Prim"
"1441","E57aFJO","LM0190","11",17857.1428571429,17.0418006430868,56980651.8936552,"E88_Prim"
"1571","E57aGUX","LM0192","0",0,0,0,"E88_Prim"
"1581","E57aBCJ","LM0192","1",0,-0.52231718898387,0,"E88_Prim"
"1591","E57aIVX","LM0192","2",0,-1.85185185185185,NA,"E88_Prim"
"1601","E57aKNU","LM0192","3",0,-3.60873694207028,116537.463930369,"E88_Prim"
"1611","E57aEHN","LM0192","4",0,-2.56410256410258,453063.062533792,"E88_Prim"
"1621","E57aEHX","LM0192","5",0,-0.332383665717,NA,"E88_Prim"
"1631","E57aDMO","LM0192","6",0,0.522317188983853,21625693.1286356,"E88_Prim"
"1641","E57aEMT","LM0192","7",11682.2429906542,1.51946818613485,3972284330.65338,"E88_Prim"
"1651","E57aQSY","LM0192","8",596666.666666667,6.60018993352325,554891900.810583,"E88_Prim"
"1661","E57aKPV","LM0192","9",135294.117647059,8.4045584045584,1310417355.40813,"E88_Prim"
"1671","E57aAGL","LM0192","10",0,6.64767331433997,75552263.0851302,"E88_Prim"
"1681","E57aTWZ","LM0192","11",0,5.46058879392212,0,"E88_Prim"
"1811","E57aLNU","LM0194","0",0,0,0,"E88_Prim"
"1821","E57aNWZ","LM0194","1",0,-0.883652430044181,0,"E88_Prim"
"1831","E57aEIP","LM0194","2",0,1.47275405007364,0,"E88_Prim"
"1841","E57aNQY","LM0194","3",0,3.33824251350024,145860.199969638,"E88_Prim"
"1851","E57aKNX","LM0194","4",0,4.36917034855179,0,"E88_Prim"
"1861","E57aJLQ","LM0194","5",0,4.36917034855179,35427221.7281995,"E88_Prim"
"1871","E57aAMY","LM0194","6",0,4.81099656357388,NA,"E88_Prim"
"1881","E57aAHU","LM0194","7",0,8.54197349042711,346677515.825314,"E88_Prim"
"1891","E57aDEY","LM0194","8",1029411.76470588,15.5621011291114,5686040928.00779,"E88_Prim"
"1901","E57aRUV","LM0194","9",286585.365853659,18.7530682376043,0,"E88_Prim"
"1911","E57aEMX","LM0194","10",173076.923076923,11.6838487972509,59486413.1708513,"E88_Prim"
"1921","E57aCTZ","LM0194","11",4310.34482758621,10.0638193421699,42426192.1389583,"E88_Prim"
"1931","E57aOPY","LM0195","0",0,0,0,"E88_Prim"
"1941","E57aEQU","LM0195","1",0,-0.47393364928911,0,"E88_Prim"
"1951","E57aGVZ","LM0195","2",0,-1.65876777251186,NA,"E88_Prim"
"1961","E57aEGS","LM0195","3",0,-2.01421800947867,NA,"E88_Prim"
"1971","E57aJVY","LM0195","4",0,-2.07345971563982,1881800.87493615,"E88_Prim"
"1981","E57aPTV","LM0195","5",0,-1.48104265402844,12219824.0129215,"E88_Prim"
"1991","E57aDGU","LM0195","6",0,-0.770142180094802,175409970.235374,"E88_Prim"
"2001","E57aKVY","LM0195","7",0,0.651658767772509,NA,"E88_Prim"
"2011","E57aDPW","LM0195","8",243589.743589744,3.25829383886256,986828823.383501,"E88_Prim"
"2021","E57aBGI","LM0195","9",95679.012345679,1.36255924170616,228682103.767092,"E88_Prim"
"2031","E57aFTX","LM0195","10",95338.9830508475,-1.24407582938389,109604183.616074,"E88_Prim"
"2041","E57aIJR","LM0195","11",20089.2857142857,-2.07345971563982,81787705.4698823,"E88_Prim"
"2411","E57aBHN","LM0199","0",0,0,0,"E88_Prim"
"2421","E57aGHU","LM0199","1",0,0.85661080074488,0,"E88_Prim"
"2431","E57aCFG","LM0199","2",0,-0.372439478584722,240854.603476164,"E88_Prim"
"2441","E57aBPQ","LM0199","3",0,-0.782122905027923,NA,"E88_Prim"
"2451","E57aFOT","LM0199","4",0,-3.27746741154562,310112.698167229,"E88_Prim"
"2461","E57aFOQ","LM0199","5",0,-3.01675977653631,22924381.448347,"E88_Prim"
"2471","E57aIMQ","LM0199","6",0,-2.34636871508379,121591453.568705,"E88_Prim"
"2481","E57aCJY","LM0199","7",0,-1.11731843575418,541932964.13198,"E88_Prim"
"2491","E57aFKS","LM0199","8",1125000,-0.744878957169457,2163023431.93859,"E88_Prim"
"2501","E57aGIR","LM0199","9",108433.734939759,0.819366852886415,809010450.546964,"E88_Prim"
"2511","E57aACJ","LM0199","10",68421.0526315789,0.85661080074488,0,"E88_Prim"
"2521","E57aHSZ","LM0199","11",0,1.60148975791434,28516067.3206223,"E88_Prim"
"3251","E57aIJQ","LM0229","0",0,0,0,"E88_Prim"
"3261","E57aEKT","LM0229","1",0,-2.65486725663716,114879.258312947,"E88_Prim"
"3271","E57aHQZ","LM0229","2",0,-2.14917825537295,0,"E88_Prim"
"3281","E57aHMU","LM0229","3",0,1.01137800252845,0,"E88_Prim"
"3291","E57aHKV","LM0229","4",0,2.33881163084704,1509838.93051778,"E88_Prim"
"3301","E57aMNT","LM0229","5",0,-0.126422250316053,6970827.78708183,"E88_Prim"
"3311","E57aKOU","LM0229","6",0,3.85587863463969,1048447054.00802,"E88_Prim"
"3321","E57aHIO","LM0229","7",96938.7755102041,8.15423514538559,553444442.377189,"E88_Prim"
"3331","E57aBHK","LM0229","8",981481.481481481,16.1188369152971,NA,"E88_Prim"
"3341","E57aLRZ","LM0229","9",281021.897810219,17.3830594184576,205659225.473788,"E88_Prim"
"3351","E57aORU","LM0229","10",81250,12.5790139064475,94107770.3882317,"E88_Prim"
"3361","E57aHJK","LM0229","11",72429.9065420561,2.78128950695322,24689858.4578236,"E88_Prim"
"505","E57aJMQ","LM0244","0",0,0,NA,"E88_Prim"
"506","E57aALY","LM0244","1",0,-9.00243309002433,NA,"E88_Prim"
"507","E57aCRY","LM0244","2",0,-24.330900243309,0,"E88_Prim"
"508","E57aBFI","LM0244","3",0,-16.0583941605839,NA,"E88_Prim"
"509","E57aHJW","LM0244","4",0,-15.4095701540957,13961470.2826833,"E88_Prim"
"510","E57aMXZ","LM0244","5",0,-15.5717761557178,0,"E88_Prim"
"511","E57aVWY","LM0244","6",0,-10.867802108678,0,"E88_Prim"
"512","E57aLNX","LM0244","7",0,-4.37956204379561,NA,"E88_Prim"
"513","E57aJSU","LM0244","8",0,5.19059205190592,NA,"E88_Prim"
"514","E57aBGL","LM0244","9",NA,9.97566909975669,NA,"E88_Prim"
"515","E57aBFV","LM0244","10",NA,NA,NA,"E88_Prim"
"516","E57aBNO","LM0244","11",NA,NA,NA,"E88_Prim"
"625","E57aACN","LM0254","0",0,0,0,"E88_Prim"
"626","E57aATW","LM0254","1",0,-5.90277777777778,0,"E88_Prim"
"627","E57aBTZ","LM0254","2",0,-2.48015873015873,165497.600139454,"E88_Prim"
"628","E57aFLV","LM0254","3",0,-1.78571428571428,0,"E88_Prim"
"629","E57aJKL","LM0254","4",0,-3.32341269841269,328425.70999245,"E88_Prim"
"630","E57aBNX","LM0254","5",0,0.297619047619041,73152640.4375473,"E88_Prim"
"631","E57aGMQ","LM0254","6",0,-0.148809523809529,221794892.454858,"E88_Prim"
"632","E57aBKZ","LM0254","7",0,1.98412698412698,246110192.740256,"E88_Prim"
"633","E57aEFT","LM0254","8",1725000,1.63690476190477,NA,"E88_Prim"
"634","E57aMNW","LM0254","9",107466.063348416,3.91865079365079,118688460.597649,"E88_Prim"
"635","E57aBCM","LM0254","10",72413.7931034483,2.87698412698414,271117473.738245,"E88_Prim"
"636","E57aADG","LM0254","11",10638.2978723404,-2.72817460317461,22099078.6998239,"E88_Prim"
"637","E57aAKT","LM0255","0",0,0,NA,"E88_Prim"
"638","E57aGMY","LM0255","1",0,-0.27303754266211,NA,"E88_Prim"
"639","E57aDFM","LM0255","2",0,-6.62116040955631,0,"E88_Prim"
"640","E57aJWY","LM0255","3",0,-7.71331058020477,NA,"E88_Prim"
"641","E57aCMS","LM0255","4",0,-4.84641638225255,0,"E88_Prim"
"642","E57aIMX","LM0255","5",0,-5.52901023890785,0,"E88_Prim"
"643","E57aBNV","LM0255","6",0,-0.682593856655288,209226085.754468,"E88_Prim"
"644","E57aEIR","LM0255","7",60344.8275862069,4.98293515358362,1057285228.20929,"E88_Prim"
"645","E57aGXY","LM0255","8",NA,11.877133105802,NA,"E88_Prim"
"646","E57aOQS","LM0255","9",NA,15.0170648464164,NA,"E88_Prim"
"647","E57aDGJ","LM0255","10",602272.727272727,16.4505119453925,778437520.898172,"E88_Prim"
"648","E57aHXY","LM0255","11",17857.1428571429,13.6518771331058,0,"E88_Prim"
"1451","E57aHJX","LM0191","0",0,0,158622.457619779,"E88_Sec"
"1461","E57aINR","LM0191","1",0,1.04688211197087,405570.260009662,"E88_Sec"
"1471","E57aBNR","LM0191","2",0,2.00273099681383,10471.2322781013,"E88_Sec"
"1481","E57aMRT","LM0191","3",0,2.18479745106964,310297.679457864,"E88_Sec"
"1491","E57aBHO","LM0191","4",0,-0.819299044151114,587656.074262034,"E88_Sec"
"1501","E57aHLZ","LM0191","5",0,-1.18343195266273,15351184.0375007,"E88_Sec"
"1511","E57aAJO","LM0191","6",0,1.09239872553481,18488165.227001,"E88_Sec"
"1521","E57aDOZ","LM0191","7",0,0.364132908511599,NA,"E88_Sec"
"1531","E57aHOP","LM0191","8",1086206.89655172,2.5944469731452,1280611616.43728,"E88_Sec"
"1541","E57aFUY","LM0191","9",310810.810810811,7.55575785161584,1167857961.47447,"E88_Sec"
"1551","E57aBCY","LM0191","10",74074.0740740741,6.91852526172053,63303111.665094,"E88_Sec"
"1561","E57aJLN","LM0191","11",0,0.682749203459256,7502838.48975657,"E88_Sec"
"2171","E57aLXZ","LM0197","0",0,0,2908590.01417374,"E88_Sec"
"2181","E57aJOS","LM0197","1",0,1.82669789227167,453154.310017076,"E88_Sec"
"2191","E57aFKM","LM0197","2",0,3.18501170960187,67869.9630871671,"E88_Sec"
"2201","E57aAFR","LM0197","3",0,1.68618266978924,411564.453492278,"E88_Sec"
"2211","E57aBFO","LM0197","4",0,-3.3255269320843,3898585.29945641,"E88_Sec"
"2221","E57aHJL","LM0197","5",0,-2.3887587822014,55490548.9593561,"E88_Sec"
"2231","E57aABU","LM0197","6",0,-3.13817330210772,71767937.573245,"E88_Sec"
"2241","E57aCNP","LM0197","7",0,-5.99531615925057,247868586.501118,"E88_Sec"
"2251","E57aJKZ","LM0197","8",775316.455696202,-1.40515222482434,1147856511.68376,"E88_Sec"
"2261","E57aLTU","LM0197","9",427631.578947368,-2.01405152224824,524709493.682072,"E88_Sec"
"2271","E57aLYZ","LM0197","10",39855.0724637681,-6.08899297423886,55851184.6072853,"E88_Sec"
"2281","E57aCOV","LM0197","11",0,-7.40046838407493,13205514.4353668,"E88_Sec"
"2291","E57aCNS","LM0198","0",0,0,328038.943584001,"E88_Sec"
"2301","E57aCQT","LM0198","1",0,0.679886685552394,0,"E88_Sec"
"2311","E57aOTV","LM0198","2",0,-0.453257790368282,50998189.9090022,"E88_Sec"
"2321","E57aOVY","LM0198","3",0,1.98300283286118,1126240.90187019,"E88_Sec"
"2331","E57aDEZ","LM0198","4",0,-4.36260623229464,0,"E88_Sec"
"2341","E57aMTY","LM0198","5",0,0.113314447592066,63057313.5769099,"E88_Sec"
"2351","E57aTXY","LM0198","6",0,-1.47308781869689,702616966.407384,"E88_Sec"
"2361","E57aJPV","LM0198","7",0,2.60623229461755,443918293.99257,"E88_Sec"
"2371","E57aAJQ","LM0198","8",496031.746031746,8.21529745042493,1310283764.49018,"E88_Sec"
"2381","E57aIKS","LM0198","9",92592.5925925926,10.1416430594901,657644415.889295,"E88_Sec"
"2391","E57aRXZ","LM0198","10",15957.4468085106,14.0509915014164,NA,"E88_Sec"
"2401","E57aEHR","LM0198","11",40697.6744186046,9.85835694050991,63121969.7683627,"E88_Sec"
"3131","E57aFRW","LM0228","0",46875,0,268189.99114867,"E88_Sec"
"3141","E57aMWY","LM0228","1",0,-5.01077586206896,140916948.396002,"E88_Sec"
"3151","E57aCKN","LM0228","2",0,-8.18965517241379,1239514.30274713,"E88_Sec"
"3161","E57aISW","LM0228","3",0,-12.4461206896552,4063798.13300104,"E88_Sec"
"3171","E57aBMX","LM0228","4",0,-11.6918103448276,903511.2917395,"E88_Sec"
"3181","E57aCEH","LM0228","5",0,-10.8297413793104,392389.42931356,"E88_Sec"
"3191","E57aEIY","LM0228","6",0,-7.05818965517243,NA,"E88_Sec"
"3201","E57aFIY","LM0228","7",9803.92156862745,0.107758620689653,471156907.588065,"E88_Sec"
"3211","E57aATY","LM0228","8",2235714.28571429,1.40086206896551,NA,"E88_Sec"
"3221","E57aIQU","LM0228","9",4e+05,1.61637931034481,401880391.515308,"E88_Sec"
"3231","E57aANO","LM0228","10",150000,-0.538793103448284,83560032.2263384,"E88_Sec"
"3241","E57aAIN","LM0228","11",29126.213592233,-9.64439655172415,1886731.81665343,"E88_Sec"
"433","E57aEUW","LM0238","0",101351.351351351,0,208893575.119704,"E88_Sec"
"434","E57aFQV","LM0238","1",0,-13.847158719791,NA,"E88_Sec"
"435","E57aDXY","LM0238","2",0,-12.1489222730242,102762095.087174,"E88_Sec"
"436","E57aDIS","LM0238","3",0,-11.8223383409536,0,"E88_Sec"
"437","E57aETZ","LM0238","4",0,-10.3853690398432,8344839.16283019,"E88_Sec"
"438","E57aENR","LM0238","5",0,-10.9732201175702,30081500.9243768,"E88_Sec"
"439","E57aIOY","LM0238","6",0,-15.0228608752449,64276787.6338394,"E88_Sec"
